Date of data,Trading partner code,Trading partner,Locations of importers and exporters code,Locations of importers and exporters,US dollar,
202505,440,El Salvador,21,Liaoning Province,731,
202505,440,El Salvador,22,Jilin Province,"98,406",
202505,440,El Salvador,31,Shanghai Province,"1,824,435",
202505,440,El Salvador,32,Jiangsu Province,"572,911",
202505,440,El Salvador,33,Zhejiang Province,"73,853",
202505,440,El Salvador,34,Anhui Province,"195,286",
202505,440,El Salvador,35,Fujian Province,"1,029,754",
202505,440,El Salvador,37,Shandong Province,"114,999",
202505,440,El Salvador,41,Henan Province,"24,493",
202505,440,El Salvador,42,Hubei Province,573,
202505,440,El Salvador,43,Hunan Province,"172,453",
202505,440,El Salvador,44,Guangdong Province,"6,229,529",
202505,440,El Salvador,45,Guangxi Zhuang Autonomous Region,479,
202505,440,El Salvador,46,Hainan Province,"1,301",
202505,440,El Salvador,51,Sichuan Province,"212,458",
202505,441,Suriname,11,Beijing,"683,718",
202505,441,Suriname,21,Liaoning Province,"28,320",
202505,441,Suriname,31,Shanghai Province,"19,842",
202505,441,Suriname,32,Jiangsu Province,"721,712",
202505,441,Suriname,33,Zhejiang Province,"43,754",
202505,441,Suriname,35,Fujian Province,"104,825",
202505,441,Suriname,37,Shandong Province,"139,738",
202505,441,Suriname,44,Guangdong Province,"864,741",
202505,442,Trinidad and Tobago,11,Beijing,63,
202505,442,Trinidad and Tobago,13,Hebei Province,"33,813",
202505,442,Trinidad and Tobago,31,Shanghai Province,"6,492,359",
202505,442,Trinidad and Tobago,32,Jiangsu Province,"5,166,448",
202505,442,Trinidad and Tobago,33,Zhejiang Province,"1,777",
202505,442,Trinidad and Tobago,37,Shandong Province,"6,336,099",
202505,442,Trinidad and Tobago,44,Guangdong Province,"4,855,106",
202505,442,Trinidad and Tobago,45,Guangxi Zhuang Autonomous Region,"4,721,461",
202505,443,Turks and Caicos Islands,34,Anhui Province,13,
202505,444,Uruguay,11,Beijing,"1,220,074",
202505,444,Uruguay,12,Tianjin,"6,064,928",
202505,444,Uruguay,13,Hebei Province,"5,731,568",
202505,444,Uruguay,15,Inner Mongolia Autonomous Region,"79,815",
202505,444,Uruguay,21,Liaoning Province,"2,269,592",
202505,444,Uruguay,22,Jilin Province,"153,603",
202505,444,Uruguay,31,Shanghai Province,"15,244,905",
202505,444,Uruguay,32,Jiangsu Province,"11,705,876",
202505,444,Uruguay,33,Zhejiang Province,"12,836,724",
202505,444,Uruguay,34,Anhui Province,"3,309,454",
202505,444,Uruguay,35,Fujian Province,"32,752,276",
202505,444,Uruguay,36,Jiangxi Province,"4,622,719",
202505,444,Uruguay,37,Shandong Province,"23,092,232",
202505,444,Uruguay,41,Henan Province,"47,244",
202505,444,Uruguay,42,Hubei Province,"5,465,872",
202505,444,Uruguay,43,Hunan Province,"8,367,208",
202505,444,Uruguay,44,Guangdong Province,"20,760,791",
202505,444,Uruguay,45,Guangxi Zhuang Autonomous Region,"4,630,687",
202505,444,Uruguay,46,Hainan Province,"899,445",
202505,444,Uruguay,50,Chongqing,"9,155,008",
202505,444,Uruguay,51,Sichuan Province,"9,310",
202505,444,Uruguay,52,Guizhou Province,"3,947,185",
202505,444,Uruguay,53,Yunnan Province,"337,791",
202505,444,Uruguay,62,Gansu Province,"132,500",
202505,444,Uruguay,63,Qinghai Province,"81,780",
202505,445,Venezuela,11,Beijing,"2,452,871",
202505,445,Venezuela,12,Tianjin,"1,630,379",
202505,445,Venezuela,13,Hebei Province,"301,698",
202505,445,Venezuela,31,Shanghai Province,"1,704,029",
202505,445,Venezuela,32,Jiangsu Province,"13,881,015",
202505,445,Venezuela,33,Zhejiang Province,"5,852,729",
202505,445,Venezuela,34,Anhui Province,80,
202505,445,Venezuela,35,Fujian Province,208,
202505,445,Venezuela,36,Jiangxi Province,"6,798,777",
202505,445,Venezuela,37,Shandong Province,"18,004,979",
202505,445,Venezuela,42,Hubei Province,"258,928",
202505,445,Venezuela,43,Hunan Province,"244,013",
202505,445,Venezuela,44,Guangdong Province,"10,078,365",
202505,445,Venezuela,50,Chongqing,"67,106",
202505,446,British Virgin Islands,33,Zhejiang Province,136,
202505,446,British Virgin Islands,35,Fujian Province,462,
202505,446,British Virgin Islands,42,Hubei Province,"1,165",
202505,446,British Virgin Islands,44,Guangdong Province,"1,640",
202505,446,British Virgin Islands,51,Sichuan Province,899,
202505,447,Saint Kitts and Nevis,11,Beijing,18,
202505,447,Saint Kitts and Nevis,12,Tianjin,"12,205",
202505,447,Saint Kitts and Nevis,31,Shanghai Province,"16,348",
202505,447,Saint Kitts and Nevis,32,Jiangsu Province,"4,384",
202505,447,Saint Kitts and Nevis,44,Guangdong Province,"10,035",
202505,447,Saint Kitts and Nevis,51,Sichuan Province,30,
202505,449,"Bonaire, Sint Eustatius and Saba",11,Beijing,17,
202505,450,Saint Barthélemy,44,Guangdong Province,"3,441",
202505,450,Saint Barthélemy,61,Shaanxi Province,575,
202505,454,Sint Maarten (Dutch part),32,Jiangsu Province,974,
202505,501,Canada,11,Beijing,"1,368,434,821",
202505,501,Canada,12,Tianjin,"69,118,580",
202505,501,Canada,13,Hebei Province,"7,991,709",
202505,501,Canada,14,Shanxi Province,"5,351,293",
202505,501,Canada,15,Inner Mongolia Autonomous Region,"10,068,014",
202505,501,Canada,21,Liaoning Province,"72,296,406",
202505,501,Canada,22,Jilin Province,"581,917",
202505,501,Canada,23,Heilongjiang Province,"2,259,335",
202505,501,Canada,31,Shanghai Province,"405,892,556",
202505,501,Canada,32,Jiangsu Province,"153,197,888",
202505,501,Canada,33,Zhejiang Province,"408,580,667",
202505,501,Canada,34,Anhui Province,"47,437,305",
202505,501,Canada,35,Fujian Province,"153,365,400",
202505,501,Canada,36,Jiangxi Province,"9,667,475",
202505,501,Canada,37,Shandong Province,"342,146,954",
202505,501,Canada,41,Henan Province,"3,286,051",
202505,501,Canada,42,Hubei Province,"87,079,567",
202505,501,Canada,43,Hunan Province,"34,464,408",
202505,501,Canada,44,Guangdong Province,"214,021,535",
202505,501,Canada,45,Guangxi Zhuang Autonomous Region,"62,712,276",
202505,501,Canada,46,Hainan Province,"118,550,271",
202505,501,Canada,50,Chongqing,"2,135,593",
202505,501,Canada,51,Sichuan Province,"23,333,685",
202505,501,Canada,52,Guizhou Province,"70,175",
202505,501,Canada,53,Yunnan Province,"33,252,118",
202505,501,Canada,54,Tibet Autonomous Region,"1,242",
202505,501,Canada,61,Shaanxi Province,"2,856,834",
202505,501,Canada,62,Gansu Province,"2,010,437",
202505,501,Canada,65,Xinjiang Uygur Autonomous Region,"2,683",
202505,502,United States,11,Beijing,"1,651,971,578",
202505,502,United States,12,Tianjin,"258,812,182",
202505,502,United States,13,Hebei Province,"32,145,615",
202505,502,United States,14,Shanxi Province,"4,721,900",
202505,502,United States,15,Inner Mongolia Autonomous Region,"68,384,319",
202505,502,United States,21,Liaoning Province,"153,783,625",
202505,502,United States,22,Jilin Province,"10,300,600",
202505,502,United States,23,Heilongjiang Province,"13,694,449",
202505,502,United States,31,Shanghai Province,"2,242,024,080",
202505,502,United States,32,Jiangsu Province,"1,107,954,669",
202505,502,United States,33,Zhejiang Province,"819,102,225",
202505,502,United States,34,Anhui Province,"223,721,482",
202505,502,United States,35,Fujian Province,"455,476,002",
202505,502,United States,36,Jiangxi Province,"29,865,757",
202505,502,United States,37,Shandong Province,"736,142,196",
202505,502,United States,41,Henan Province,"36,654,046",
202505,502,United States,42,Hubei Province,"118,003,536",
202505,502,United States,43,Hunan Province,"18,477,597",
202505,502,United States,44,Guangdong Province,"1,565,012,658",
202505,502,United States,45,Guangxi Zhuang Autonomous Region,"65,129,833",
202505,502,United States,46,Hainan Province,"83,142,335",
202505,502,United States,50,Chongqing,"117,711,259",
202505,502,United States,51,Sichuan Province,"805,911,943",
202505,502,United States,52,Guizhou Province,"10,015,421",
202505,502,United States,53,Yunnan Province,"14,142,919",
202505,502,United States,54,Tibet Autonomous Region,"1,028,030",
202505,502,United States,61,Shaanxi Province,"157,708,722",
202505,502,United States,62,Gansu Province,"455,048",
202505,502,United States,63,Qinghai Province,"1,261",
202505,502,United States,64,Ningxia Hui Autonomous Region,"1,289,764",
202505,502,United States,65,Xinjiang Uygur Autonomous Region,"4,966,903",
202505,503,Greenland,12,Tianjin,"1,640,785",
202505,503,Greenland,21,Liaoning Province,"2,425,836",
202505,503,Greenland,23,Heilongjiang Province,"285,003",
202505,503,Greenland,32,Jiangsu Province,"1,122,619",
202505,503,Greenland,35,Fujian Province,"2,265,131",
202505,503,Greenland,37,Shandong Province,"15,597,662",
202505,503,Greenland,44,Guangdong Province,"2,390,923",
202505,503,Greenland,50,Chongqing,"648,250",
202505,504,Bermuda,31,Shanghai Province,21,
202505,504,Bermuda,33,Zhejiang Province,351,
202505,504,Bermuda,44,Guangdong Province,171,
202505,599,Other North American Territories,44,Guangdong Province,168,
202505,601,Australia,11,Beijing,"1,377,686,850",
202505,601,Australia,12,Tianjin,"153,357,144",
202505,601,Australia,13,Hebei Province,"816,382,180",
202505,601,Australia,14,Shanxi Province,"82,806,027",
202505,601,Australia,15,Inner Mongolia Autonomous Region,"20,910,802",
202505,601,Australia,21,Liaoning Province,"127,127,985",
202505,601,Australia,22,Jilin Province,"276,623",
202505,601,Australia,23,Heilongjiang Province,"21,633,085",
202505,601,Australia,31,Shanghai Province,"2,340,124,493",
202505,601,Australia,32,Jiangsu Province,"726,172,903",
202505,601,Australia,33,Zhejiang Province,"1,259,083,347",
202505,601,Australia,34,Anhui Province,"253,182,802",
202505,601,Australia,35,Fujian Province,"1,061,683,520",
202505,601,Australia,36,Jiangxi Province,"96,946,425",
202505,601,Australia,37,Shandong Province,"950,142,245",
202505,601,Australia,41,Henan Province,"99,532,109",
202505,601,Australia,42,Hubei Province,"205,834,072",
202505,601,Australia,43,Hunan Province,"168,092,410",
202505,601,Australia,44,Guangdong Province,"838,791,620",
202505,601,Australia,45,Guangxi Zhuang Autonomous Region,"302,659,050",
202505,601,Australia,46,Hainan Province,"402,126,085",
202505,601,Australia,50,Chongqing,"36,498,777",
202505,601,Australia,51,Sichuan Province,"126,668,366",
202505,601,Australia,52,Guizhou Province,"6,978,462",
202505,601,Australia,53,Yunnan Province,"60,531,115",
202505,601,Australia,54,Tibet Autonomous Region,"6,765,857",
202505,601,Australia,61,Shaanxi Province,"75,389,059",
202505,601,Australia,62,Gansu Province,"22,588,808",
202505,601,Australia,63,Qinghai Province,"594,740",
202505,601,Australia,64,Ningxia Hui Autonomous Region,"2,463",
202505,601,Australia,65,Xinjiang Uygur Autonomous Region,"15,662,246",
202505,602,Cook Islands,31,Shanghai Province,77,
202505,602,Cook Islands,44,Guangdong Province,196,
202505,603,Fiji,11,Beijing,"36,961",
202505,603,Fiji,12,Tianjin,"41,971",
202505,603,Fiji,13,Hebei Province,"2,605,754",
202505,603,Fiji,21,Liaoning Province,"15,233",
202505,603,Fiji,31,Shanghai Province,"712,752",
202505,603,Fiji,32,Jiangsu Province,"97,097",
202505,603,Fiji,33,Zhejiang Province,"53,711",
202505,603,Fiji,44,Guangdong Province,"1,203",
202505,603,Fiji,50,Chongqing,"1,457",
202505,603,Fiji,51,Sichuan Province,52,
202505,603,Fiji,61,Shaanxi Province,"394,179",
202505,606,Nauru,32,Jiangsu Province,"1,097",
202505,606,Nauru,44,Guangdong Province,952,
202505,607,New Caledonia,11,Beijing,47,
202505,607,New Caledonia,14,Shanxi Province,"15,343,818",
202505,607,New Caledonia,32,Jiangsu Province,"4,711,784",
202505,607,New Caledonia,33,Zhejiang Province,"13,555,513",
202505,607,New Caledonia,35,Fujian Province,"5,227,228",
202505,607,New Caledonia,36,Jiangxi Province,"1,472,216",
202505,607,New Caledonia,37,Shandong Province,"5,672,439",
202505,607,New Caledonia,42,Hubei Province,"13,402,722",
202505,607,New Caledonia,43,Hunan Province,"12,432,791",
202505,607,New Caledonia,44,Guangdong Province,"7,790,966",
202505,607,New Caledonia,51,Sichuan Province,"1,972,092",
202505,608,Vanuatu,11,Beijing,26,
202505,608,Vanuatu,35,Fujian Province,"1,171,420",
202505,608,Vanuatu,37,Shandong Province,"4,063,044",
202505,608,Vanuatu,61,Shaanxi Province,"338,513",
202505,609,New Zealand,11,Beijing,"43,931,174",
202505,609,New Zealand,12,Tianjin,"52,616,602",
202505,609,New Zealand,13,Hebei Province,"5,146,162",
202505,609,New Zealand,15,Inner Mongolia Autonomous Region,"22,198,040",
202505,609,New Zealand,21,Liaoning Province,"26,539,024",
202505,609,New Zealand,22,Jilin Province,"1,925,074",
202505,609,New Zealand,23,Heilongjiang Province,"18,355,198",
202505,609,New Zealand,31,Shanghai Province,"324,183,151",
202505,609,New Zealand,32,Jiangsu Province,"88,636,650",
202505,609,New Zealand,33,Zhejiang Province,"112,184,962",
202505,609,New Zealand,34,Anhui Province,"21,376,529",
202505,609,New Zealand,35,Fujian Province,"185,737,259",
202505,609,New Zealand,36,Jiangxi Province,"979,858",
202505,609,New Zealand,37,Shandong Province,"93,850,077",
202505,609,New Zealand,41,Henan Province,"18,722,332",
202505,609,New Zealand,42,Hubei Province,"41,779,795",
202505,609,New Zealand,43,Hunan Province,"14,214,083",
202505,609,New Zealand,44,Guangdong Province,"157,708,133",
202505,609,New Zealand,45,Guangxi Zhuang Autonomous Region,"8,206,236",
202505,609,New Zealand,46,Hainan Province,"20,668,786",
202505,609,New Zealand,50,Chongqing,"12,783,388",
202505,609,New Zealand,51,Sichuan Province,"12,882,626",
202505,609,New Zealand,52,Guizhou Province,"770,387",
202505,609,New Zealand,53,Yunnan Province,"397,878",
202505,609,New Zealand,61,Shaanxi Province,"401,841",
202505,609,New Zealand,62,Gansu Province,"358,771",
202505,609,New Zealand,63,Qinghai Province,"517,542",
202505,611,Papua New Guinea,11,Beijing,"163,422,309",
202505,611,Papua New Guinea,12,Tianjin,"329,762",
202505,611,Papua New Guinea,31,Shanghai Province,"518,112",
202505,611,Papua New Guinea,32,Jiangsu Province,"9,607,168",
202505,611,Papua New Guinea,33,Zhejiang Province,"3,158,136",
202505,611,Papua New Guinea,35,Fujian Province,"7,338,354",
202505,611,Papua New Guinea,36,Jiangxi Province,"1,125,478",
202505,611,Papua New Guinea,44,Guangdong Province,"1,117,888",
202505,611,Papua New Guinea,51,Sichuan Province,"1,453,185",
202505,613,Solomon Islands,11,Beijing,"19,768,467",
202505,613,Solomon Islands,32,Jiangsu Province,"774,975",
202505,613,Solomon Islands,33,Zhejiang Province,"1,457,462",
202505,613,Solomon Islands,35,Fujian Province,300,
202505,613,Solomon Islands,36,Jiangxi Province,"52,817",
202505,613,Solomon Islands,44,Guangdong Province,"3,360,913",
202505,614,Tonga,31,Shanghai Province,270,
202505,614,Tonga,44,Guangdong Province,508,
202505,614,Tonga,51,Sichuan Province,559,
202505,617,Samoa,32,Jiangsu Province,100,
202505,617,Samoa,33,Zhejiang Province,"13,515",
202505,617,Samoa,44,Guangdong Province,"32,727",
202505,618,Kiribati,32,Jiangsu Province,90,
202505,619,Tuvalu,61,Shaanxi Province,9,
202505,620,The Federated States of Micronesia,33,Zhejiang Province,"3,168,750",
202505,620,The Federated States of Micronesia,41,Henan Province,65,
202505,621,Marshall Islands,33,Zhejiang Province,"9,900",
202505,622,Palau,31,Shanghai Province,9,
202505,622,Palau,37,Shandong Province,107,
202505,623,French Polynesia,12,Tianjin,"9,370",
202505,623,French Polynesia,31,Shanghai Province,"18,648",
202505,623,French Polynesia,33,Zhejiang Province,"27,049",
202505,623,French Polynesia,35,Fujian Province,"26,067",
202505,623,French Polynesia,43,Hunan Province,4,
202505,623,French Polynesia,44,Guangdong Province,"61,933",
202505,623,French Polynesia,50,Chongqing,"102,061",
202505,626,American Samoa,31,Shanghai Province,955,
202505,626,American Samoa,33,Zhejiang Province,69,
202505,628,Christmas Island,31,Shanghai Province,173,
202505,628,Christmas Island,44,Guangdong Province,127,
202505,629,Guam,31,Shanghai Province,257,
202505,631,Northern Mariana Islands,32,Jiangsu Province,320,
202505,631,Northern Mariana Islands,44,Guangdong Province,80,
202505,632,Niue,32,Jiangsu Province,9,
202505,634,Tokelau,31,Shanghai Province,21,
202505,634,Tokelau,32,Jiangsu Province,279,
202505,635,United States Minor Outlying Islands,35,Fujian Province,"37,137",
202505,635,United States Minor Outlying Islands,44,Guangdong Province,3,
202505,699,Other Oceanian Territories,11,Beijing,148,
202505,699,Other Oceanian Territories,44,Guangdong Province,36,
202505,701,Countries（Territories）Unknown ,11,Beijing,"21,661,760",
202505,701,Countries（Territories）Unknown ,12,Tianjin,"1,476,929",
202505,701,Countries（Territories）Unknown ,13,Hebei Province,"578,580",
202505,701,Countries（Territories）Unknown ,14,Shanxi Province,"219,833",
202505,701,Countries（Territories）Unknown ,15,Inner Mongolia Autonomous Region,"169,822",
202505,701,Countries（Territories）Unknown ,21,Liaoning Province,"1,546,599",
202505,701,Countries（Territories）Unknown ,22,Jilin Province,"536,614",
202505,701,Countries（Territories）Unknown ,23,Heilongjiang Province,"339,180",
202505,701,Countries（Territories）Unknown ,31,Shanghai Province,"16,921,869",
202505,701,Countries（Territories）Unknown ,32,Jiangsu Province,"2,397,969",
202505,701,Countries（Territories）Unknown ,33,Zhejiang Province,"2,588,052",
202505,701,Countries（Territories）Unknown ,34,Anhui Province,"352,530",
202505,701,Countries（Territories）Unknown ,35,Fujian Province,"1,020,247",
202505,701,Countries（Territories）Unknown ,36,Jiangxi Province,"298,263",
202505,701,Countries（Territories）Unknown ,37,Shandong Province,"1,378,697",
202505,701,Countries（Territories）Unknown ,41,Henan Province,"695,464",
202505,701,Countries（Territories）Unknown ,42,Hubei Province,"463,164",
202505,701,Countries（Territories）Unknown ,43,Hunan Province,"755,196",
202505,701,Countries（Territories）Unknown ,44,Guangdong Province,"24,678,435",
202505,701,Countries（Territories）Unknown ,45,Guangxi Zhuang Autonomous Region,"357,515",
202505,701,Countries（Territories）Unknown ,46,Hainan Province,"135,378",
202505,701,Countries（Territories）Unknown ,50,Chongqing,"257,623",
202505,701,Countries（Territories）Unknown ,51,Sichuan Province,"854,339",
202505,701,Countries（Territories）Unknown ,52,Guizhou Province,"143,673",
202505,701,Countries（Territories）Unknown ,53,Yunnan Province,"635,622",
202505,701,Countries（Territories）Unknown ,54,Tibet Autonomous Region,"13,350",
